VARIABLE_SET_ID,VARIABLE_ID,VALID_FROM,VALID_TO,SUBDOMAIN_ID,IS_FLOW,ORDER
ECB6_EBA_432222,EBA_MI340,1900-01-01,9999-12-31,EBA_Monetary,false,1
ECB6_EBA_431971,EBA_MI339,1900-01-01,9999-12-31,EBA_Monetary,false,1
ECB6_EBA_431966,EBA_MI339,1900-01-01,9999-12-31,EBA_Monetary,false,1
ECB6_EBA_432680,EBA_MI507,1900-01-01,9999-12-31,EBA_Monetary,false,1
ECB6_EBA_432988,EBA_II676,1900-01-01,9999-12-31,EBA_Integer,false,1
ECB6_EBA_432996,EBA_II676,1900-01-01,9999-12-31,EBA_Integer,false,1
ECB6_EBA_433004,EBA_II676,1900-01-01,9999-12-31,EBA_Integer,false,1
ECB6_EBA_431228,EBA_MI136,1900-01-01,9999-12-31,EBA_Monetary,false,1
ECB6_EBA_431236,EBA_MI136,1900-01-01,9999-12-31,EBA_Monetary,false,1
ECB6_EBA_431218,EBA_MI136,1900-01-01,9999-12-31,EBA_Monetary,false,1
ECB6_EBA_431244,EBA_MI136,1900-01-01,9999-12-31,EBA_Monetary,false,1
ECB6_EBA_432411,EBA_MI503,1900-01-01,9999-12-31,EBA_Monetary,false,1
ECB6_EBA_432227,EBA_MI340,1900-01-01,9999-12-31,EBA_Monetary,false,1
ECB6_EBA_431976,EBA_MI339,1900-01-01,9999-12-31,EBA_Monetary,false,1
ECB6_EBA_431981,EBA_MI339,1900-01-01,9999-12-31,EBA_Monetary,false,1
ECB6_EBA_432675,EBA_MI507,1900-01-01,9999-12-31,EBA_Monetary,false,1
ECB6_EBA_433028,EBA_II676,1900-01-01,9999-12-31,EBA_Integer,false,1
ECB6_EBA_433048,EBA_II676,1900-01-01,9999-12-31,EBA_Integer,false,1
ECB6_EBA_433070,EBA_II676,1900-01-01,9999-12-31,EBA_Integer,false,1
ECB6_EBA_431280,EBA_MI136,1900-01-01,9999-12-31,EBA_Monetary,false,1
ECB6_EBA_431300,EBA_MI136,1900-01-01,9999-12-31,EBA_Monetary,false,1
ECB6_EBA_431159,EBA_MI136,1900-01-01,9999-12-31,EBA_Monetary,false,1
ECB6_EBA_431261,EBA_MI136,1900-01-01,9999-12-31,EBA_Monetary,false,1
ECB6_EBA_431325,EBA_MI136,1900-01-01,9999-12-31,EBA_Monetary,false,1
ECB6_EBA_432364,EBA_MI503,1900-01-01,9999-12-31,EBA_Monetary,false,1
ECB6_EBA_432439,EBA_MI503,1900-01-01,9999-12-31,EBA_Monetary,false,1
ECB6_EBA_432236,EBA_MI340,1900-01-01,9999-12-31,EBA_Monetary,false,1
ECB6_EBA_432002,EBA_MI339,1900-01-01,9999-12-31,EBA_Monetary,false,1
ECB6_EBA_431990,EBA_MI339,1900-01-01,9999-12-31,EBA_Monetary,false,1
ECB6_EBA_432701,EBA_MI507,1900-01-01,9999-12-31,EBA_Monetary,false,1
ECB6_EBA_433018,EBA_II676,1900-01-01,9999-12-31,EBA_Integer,false,1
ECB6_EBA_433038,EBA_II676,1900-01-01,9999-12-31,EBA_Integer,false,1
ECB6_EBA_433058,EBA_II676,1900-01-01,9999-12-31,EBA_Integer,false,1
ECB6_EBA_431270,EBA_MI136,1900-01-01,9999-12-31,EBA_Monetary,false,1
ECB6_EBA_431290,EBA_MI136,1900-01-01,9999-12-31,EBA_Monetary,false,1
ECB6_EBA_431210,EBA_MI136,1900-01-01,9999-12-31,EBA_Monetary,false,1
ECB6_EBA_431176,EBA_MI136,1900-01-01,9999-12-31,EBA_Monetary,false,1
ECB6_EBA_431193,EBA_MI136,1900-01-01,9999-12-31,EBA_Monetary,false,1
